"R0000100","R0070500","R0337800","R0545600","R0839900","R1087300","R1463000","R1809800","R2171500","R2376300","R2770900","R3012700","R3340100","R3604400","R3954600","R4582900","R5267100","R5912600","R6578200","R7192900","R7879600","T0121900"
235,-4,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,43,43,43,40,40,42,60
236,-4,-4,23,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
237,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
238,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,39
240,18,20,-4,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,40,20,-4,30,40
241,15,-4,10,54,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
242,38,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,39,40,40,50,45,40,40
243,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,32,35,35,40,40
244,2,5,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,37,15,17,15,15,15
245,-4,35,35,37,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,28,25,18,16,20,24,21
246,-4,7,8,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,75,50,-5,-5,-5,-5,-5
247,10,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,50,50,55,65,60,60
248,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,30,50,50,-4,30
249,-4,35,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,20,15,12,12,-4,-4
250,40,-4,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,15,-4,-4,-4,-4,-4,-4
251,-4,-5,40,42,-4,40,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-5,8,-4,-4,-4
252,-4,-5,40,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,22,20,20
253,7,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,38,32,32,40,-4,-4
254,10,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,38,38,40,38,48,40
255,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,12,20,-4,-4,-4,-4
256,12,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,21,38,38,32,36,32
257,7,-4,-4,15,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,40,42,38,35,40,24,38
258,38,38,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,42,41,40,43,-4,-4
259,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,55,40,49,-4,-4,40
260,14,-4,-4,56,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,60,40
261,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,45,40
262,47,-4,-4,40,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,40,40,40,-5,-5,-5,-5
263,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
264,35,-4,-5,40,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,43,50,40,-5,-5,-5,-5
265,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
266,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,-4,-4,40,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
268,45,40,-4,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,50,-4,-4
269,-4,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,45,45,50,50
270,40,30,40,30,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,40,40,40,-5,-5,-5,-5
271,10,-4,-4,5,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,55,35,40,-5,-5,-5,-5
272,35,-4,-4,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
273,-4,15,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,10,40,45,50,60,70
274,40,-4,60,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
275,5,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,44,45,-4,-4,46,45
276,19,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,38,42,40,40,-5,-5
277,40,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,35,38,40,35,-5,5
278,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,24,20,24,-4,25,12,-4
279,-4,30,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,45,45,40,45,42,42
280,28,25,-4,24,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,55,-5,-5,-5,-5,-5,-5
281,15,-4,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,50,50,45,45,45,45
282,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,16,12,10,33,35
283,40,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,-4,40,40
284,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,70,60,58,55,40,40
285,20,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,60,60,70
286,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,38,30,30,8,40,40
287,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,38,38,40,40,40,40
288,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,38,24,28
289,-4,-4,-4,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,40,40,40,40,40,40
290,-4,24,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,35,5,32,32,37,27
291,-4,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,20,12,20,-4,-4,40
292,-4,-4,-4,40,-4,-4,-4,-4,-4,37,-4,-4,-4,-4,-4,4,0,5,55,45,50
293,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,10,40,40,40,40,40
294,15,-4,-4,40,-4,-4,-5,-5,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,40,40
295,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5
296,20,-4,30,33,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,45,40,40,40,40,52,40
297,-4,3,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,25,28,25,-4,-4,-4
298,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,40,40,40,40,-5,-5,-5
299,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,40,-5,40,40
300,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-5,-4,-5,-5,40,-5,-5,40
301,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,37,50,50,45,40
302,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,25,-4
303,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,46,50,47,40,40,40,40
304,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,33,36,40,44
305,-4,-4,40,40,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,42,40,43,50
306,15,37,11,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,75,-5,38
307,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
308,-3,-4,-4,40,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,45,52,50,40,39,40,40
309,60,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,40,45,45,50,-5
310,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,48,-4,-4,-4
311,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8,40,40,40,-4,-4,-4
312,-4,-4,20,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,4,40,40,40,37
313,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,48,40,50,-5,40,50
314,-3,-5,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,15,16,40,-5,-5,-5,40
315,-4,-4,-4,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,15,4,-4,-4,-4
316,5,12,-4,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,-2,36
317,-4,55,54,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,40,50,50,50
318,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,32,45,-4,-5,-5
319,40,40,-4,24,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,8,60,50,55,50,-4,32
320,45,-4,48,56,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,60,98,75,84,40,-4,-4
321,40,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,24,-5,24,24,24,24
322,32,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,14,-5
323,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,50,50,45,-5,-5,-4
324,-4,40,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,40,40,40,-4,40,50
325,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
326,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
327,30,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,50,60,50,45,45,45
328,-4,-5,-5,-5,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,-4,-4,-4,8,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
330,40,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,-5,-5,-5,-5
331,-4,-4,60,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,90,70,-4,-4,-4
332,10,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,35,30,30,50,50,40
333,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,55,45,40
334,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
335,-4,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,30,12,-4,-4,23
336,-4,-4,16,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,20,40,60,-5,-5
337,45,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,52,40,-4,-4,-4,-4
338,30,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,35,40,40,40,40,40
339,25,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,-4,20,32,40,40,40
340,-4,5,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,21,40,40,35,-5,35
341,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,40,-5,40,-5,-5,-5,40
342,-4,42,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
343,-4,-4,40,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,20,16,40,35,-4,55
344,15,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,-4,-4,-4,-4,-4,18
345,-4,17,84,12,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,-5,-5,-5,-5,-5,-5
346,-4,-4,-4,30,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,70,75,58,50,50,50,50
347,15,15,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,20,20,30,35,35,-5
348,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,60,60,80,-4,-4,-4
349,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,60,50,40,-4,-4,-5
350,-4,-4,-4,24,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
351,40,-4,-4,38,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,60,80,70,-4,40,40
352,-4,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,48,50,50,-4,-4,-4
353,48,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,25,-4,-5,-5
354,37,-4,-4,31,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,17,18,20,22,28
355,-3,8,2,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,40,50,-4,45,50
356,12,-4,18,54,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,48,40,40,40
357,37,38,40,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,48,40,40,48,48,48
358,-4,-4,25,40,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
359,-4,21,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
360,-4,-4,-4,30,-4,-4,-4,-4,-4,13,-4,-4,-4,-4,16,-4,-4,-4,30,45,44
361,-4,40,10,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,-5,40,-5,-5,-5
362,-4,-4,-4,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,65,80,80,73,6
363,-4,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,35,-4,-4,-4,-4
364,60,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,60,50,40,45,30,45
365,14,6,40,20,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-5,-4,-4,8,5,35,37
366,20,35,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,40,-5,-5,-5,-5
367,-4,20,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,45,50,45,40,45
368,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,50,32,40,40,40,-5
369,-4,20,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,40,-4,-4,15,15,10
370,-4,40,20,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,44,-4,-4,35,40
371,28,-4,-4,56,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,8,-5,-5,-5,-5,-5
372,12,-4,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,40,40,40,45,40
373,-3,-5,40,40,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,38,40,38,37,40,40,40
374,-4,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,40,40,40,40,40,-5
375,40,-4,40,40,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,40,15,40,54,40,40,50
376,-4,40,-4,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,60,40,40,40
377,36,-4,-4,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,25,15,25,-4,15,-4
378,15,-4,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,30,-4,-4,-4
379,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,15,40,40
380,-3,50,50,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,50,-4,45,45,50,40
381,40,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,36,40,3,40,40
382,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,38,-5,-5,40,40,40
383,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,65,-5,-5,-5,-5
384,-4,27,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,42,-5,-5,-5,-5,-5,-5
385,30,-4,-4,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,37,37,40,39,39,38
386,-4,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,37,40,35,35,35,35,35
387,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,25,30,24,38,-4,-4
388,10,25,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,40,40,36,40,60,45
389,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,25,30,40,-5,-5,-5,-5
390,-4,-4,72,17,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,48,48,-4,-4,-5,-5
391,-4,-4,-4,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,40,40,45,-5,40,40
392,-3,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,47,48,45,45,40,47,50
393,21,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,55,52,60,45,50,55,50
394,28,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,-5,-5,-5,-4,-4
395,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,-4,-4,-4,35,30,36,-4,60,-4,-4
396,-4,40,30,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,44,40,43,40,40,40
397,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,4,-4,-4,-4
398,40,-4,-4,40,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,38,-4,-4,-4,-5
399,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,25,36,40,40,45,50
400,-4,35,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,6
401,-4,22,12,36,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,32,20,35,33,38,35
402,35,-4,28,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30
403,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,40,40,54,-4,-4,-4
404,-4,40,-4,36,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
405,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,20,28,40,40,40,40
406,-4,-4,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,25,39,40,35,40,38
407,9,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,40,40,15,5,45,40,40
408,20,-4,-4,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,44,40,40,42,40,40,40
409,32,40,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,50,70,40,-4,-4
410,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,45,45,45,45,45
411,22,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,30,35,10,0,45,40
412,16,-4,20,20,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,50,60,40,40,40,40,40
413,-4,60,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,30,-5,-5,-5,-5,-5
414,-4,-4,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,45,-4,43,40
415,30,-4,-4,40,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,40,40,40,40,45,45,40
416,36,-4,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,-4,-4,-4
417,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,40,40,40,40,40
418,-4,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,30,40,40,40,40
419,-4,40,-5,24,-4,-4,-4,-4,-4,-4,45,-4,-4,-4,50,40,40,40,40,40,40
420,3,6,-4,26,-4,-4,-4,-4,-4,40,-4,-4,-4,-5,60,50,50,57,45,40,20
421,20,8,-4,6,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,-5,50,50,70,-5
422,5,-4,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,48,55,45,-4,-4
423,-4,-4,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,25,15,24,40,-5,-5
424,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
425,-4,-4,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,40,22,24,25,40,40
426,40,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,52,50,70,70,-5,70,40
427,37,-5,-5,-5,-5,-5,-4,-5,-4,-4,-5,-5,-4,-5,-5,70,-5,-5,-5,-5,-5
428,35,-4,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,7,10,11,-5,-5,-5,-5
429,-4,50,40,40,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
430,-4,35,40,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,-5,-5,-5,-5,-5,-5
431,37,-5,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,45,40,40,42
432,45,-4,35,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,-5,-5,-5,36
433,20,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,70,40,42,-5,40,40
434,3,4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
435,-4,-4,-4,40,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,56,40,-5,-5
436,-4,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,60,54,45,-4,-4
437,40,-4,-4,22,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,25,30,32,36,40,40,40
438,30,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,45,44,40,50,40,45
439,20,30,35,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,36,36,36,36,40,40
440,30,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5
441,-4,-4,-4,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,50,-4,-4,-5
442,-4,-4,-4,15,-4,-4,-4,-4,-4,10,-4,-4,-4,-4,2,14,15,15,35,35,35
443,-4,10,-4,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,42,42,42,42,45
444,-4,22,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,6,5,6,3,18,3
445,-4,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,45,40,45,55,45,40
446,40,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,48,-4,40,40,24,40
447,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,40,-5,-5,40,55,50,50
448,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,40,40,40,-5,-5,-5
449,32,-4,-4,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,23,25,24,32,28,25,20
450,35,-4,-4,55,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,40,40,40,40,40,40,-5
451,25,40,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,70,-5,-5,-5,-5
452,-4,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,20,22,16,24,20,20,40
453,40,-4,-4,28,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,44,44,49,-5,50,51,44
454,43,-4,-4,46,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,50,40,24,40,-5,-5
455,6,-4,-4,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,10,2,18,18,18,15
456,-4,45,-4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,40,35,40,48,40,40
457,-4,40,45,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,50,50,50,50,50,50
458,20,30,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,35,35,35,35,37,40
459,-4,-4,-4,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8,16,45
460,15,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,40,40,40,40,40,40
461,20,-4,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,41,45,46,40,-4,-4,40
462,10,-4,15,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,43,40,40,40,40,40,45
463,40,-4,-4,40,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,32,30,-5,30,-5,40,-5
464,31,-4,-4,65,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,65,52,55,52,50,55
465,5,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,38,37,40,15,20,20,20
466,27,-4,-4,40,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,48,46,32,40,40,40,50
467,-4,40,-4,24,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,15,18,20,15,-5,30,30
468,20,-4,-4,35,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,45,45,45,45,43,45,45
469,-4,-4,-4,15,-4,-5,-4,-4,-4,-4,-5,-4,-4,-4,18,20,20,20,20,25,8
470,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,50,45,48,0,-4,-4
471,30,-4,-4,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,16,16,16,-4,-4,-4
472,-4,15,32,40,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,40,24,24,15,35,38,40
