"R0000100","R0046300","R0214700","R0214800","R0263300","R0263400","R0446300","R0702000","R0828000","R0944900","R0945300","R1255300","R1255700","R1650100","R1650500","R1922700","R1923100","R2317500","R2317900","R2525300","R2525700","R2924300","R2924700","R3127000","R3127400","R3522700","R3523100","R3727700","R3728100","R4182000","R4193700","R4587901","R4587903","R5270500","R5270900","R6472100","R6473700","R6591300","R6592900","R7209100","R7209600","R7897500","R7898000","T0137900","T0138400","T1297500","T1298000","T2326000","T2326500","T3308200","T3308700"
5996,-4,2,1,749,902,749,429,813,749,813,749,469,749,453,749,453,-5,-5,749,813,-4,-4,-4,-4,-4,-4,-4,-4,67,573,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5997,-4,2,1,657,762,-4,669,439,-4,-4,-4,-4,858,387,219,785,639,785,219,785,-5,-5,729,208,648,276,648,276,-4,-4,637,219,219,705,219,777,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,8220,-5,-5
5998,379,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,669,435,669,276,839,447,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,747,426,747,426,857,462,7680,3920,7470,9140,7680,3920,7680,3920,7680,3920
5999,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,669,438,669,435,669,435,-4,-4,669,436,728,448,728,448,-4,-4,-4,-4,-4,-4,157,453,167,585,167,585,357,896,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6000,-4,2,1,878,101,-4,-4,-4,-4,-4,697,274,697,877,779,877,657,274,718,453,718,453,139,725,139,766,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4280,9720,4280,9720,4280,9720,9480,4230
6001,-4,2,1,848,325,848,669,453,858,439,848,313,848,335,848,389,848,19,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,313,838,838,213,219,213,219,213,357,104,3570,1040,3570,1040,3570,1040,7280,1040,7280,1040
6002,669,2,2,669,914,-4,-4,-4,-4,-4,779,689,-4,-4,737,785,839,447,-4,-4,609,276,609,276,-4,-4,-4,-4,348,777,725,348,677,276,-4,-4,708,25,707,420,8680,4010,8270,3600,8270,3600,8270,3600,8190,3600
6003,769,2,2,769,980,-4,619,277,-4,-4,779,36,728,453,669,457,219,276,-4,-4,-4,-4,-4,-4,-4,-4,787,458,787,458,447,839,857,453,857,453,857,453,786,422,7860,4220,7860,4220,-4,-4,8470,4600,8470,4600
6004,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,426,747,507,208,507,376,507,376,758,540,-4,-4,6890,830,6890,830,6890,5240,6890,5240
6005,857,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,49,785,49,785,669,436,868,402,8680,4020,9990,8960,8680,8960,8680,4020,8680,8960
6006,-4,2,1,-4,-4,-4,809,486,669,437,669,437,669,438,67,588,728,486,168,689,19,486,718,453,669,444,669,444,669,436,439,669,-5,-5,-5,-5,-5,-5,-5,-5,8680,4020,8680,4220,3570,7950,8680,4220,7580,9640
6007,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,839,447,839,447,-4,-4,-4,-4,-4,-4,-4,-4,219,785,219,785,337,765,549,472,8270,4610,3960,7950,3570,8740,-5,-5,-5,-5
6008,-4,2,1,-4,-4,657,657,747,657,777,657,889,657,877,-4,-4,-4,-4,-4,-4,749,887,749,813,749,469,757,813,749,813,813,749,749,813,738,277,737,889,-5,-5,7780,7750,770,6520,770,6520,770,6520,770,6520
6009,-4,2,1,-4,-4,-4,-4,-4,727,805,737,805,727,805,-4,-4,-5,-5,727,277,168,785,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,779,748,-5,-5,-5,-5,909,962,7580,9620,7690,4230,-4,-4,770,6260,770,6260
6010,728,2,1,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6011,-4,2,2,-4,-4,-4,737,453,-4,-4,917,319,917,313,917,889,887,453,-4,-4,839,447,839,447,839,447,839,447,839,447,447,839,839,447,838,95,838,95,819,313,8190,5860,9990,5860,8190,5860,8190,5860,8190,5700
6012,937,2,1,857,902,628,628,365,-4,-4,728,453,728,453,669,437,669,437,669,437,669,436,669,436,259,785,268,888,268,888,686,268,268,686,669,456,587,856,467,961,-5,-5,-4,-4,-4,9610,-4,9610,7680,3920
6013,-4,2,1,857,382,-4,937,389,858,439,809,459,467,689,419,426,567,883,917,175,-4,-4,937,336,927,386,937,174,-4,-4,-4,-4,-4,-4,19,486,-4,-4,-4,-4,7770,4250,7770,4250,7770,4250,7770,4250,7770,4250
6014,-4,2,1,-4,-4,-4,937,389,937,459,-4,-4,927,453,749,887,628,365,728,453,617,877,268,887,268,453,-4,-4,-4,-4,-3,-4,737,785,139,706,398,719,399,795,-4,-4,3570,7750,-4,-4,3570,7750,3570,8960
6015,707,2,2,707,394,-4,-4,-4,-4,-4,737,379,338,357,338,805,338,804,469,366,469,366,468,526,469,373,469,235,469,547,534,469,469,453,-5,-5,469,869,58,626,580,6260,580,6260,580,6260,580,6260,580,6260
6016,237,1,1,237,643,179,179,889,219,889,219,889,237,883,237,889,219,364,179,889,219,364,219,889,69,274,19,486,19,486,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4
6017,669,2,2,569,310,-4,-4,-4,697,274,607,276,837,313,927,313,867,313,867,313,927,313,858,313,937,313,738,313,738,313,-3,-4,478,313,478,313,478,313,779,570,7790,5700,7790,5700,7870,5700,7870,5700,7870,5700
6018,858,3,2,-4,-4,858,858,459,828,19,828,389,858,154,838,208,838,105,857,104,838,104,839,104,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6019,-4,1,2,-4,-4,-4,609,274,609,274,-4,-4,627,276,697,276,917,276,628,276,698,276,917,389,628,308,-4,-4,-4,-4,337,677,588,23,588,337,748,378,959,541,9590,5410,-4,-4,6970,800,6890,5100,6890,5100
6020,-4,2,1,669,631,19,69,777,619,277,539,804,607,805,607,805,569,364,527,806,127,779,607,364,838,447,839,447,127,785,889,268,69,804,228,859,228,859,447,471,7580,8740,770,6230,6290,9600,6290,9600,6290,9600
6021,-4,2,1,-4,-4,769,728,777,769,277,28,889,28,547,-5,-5,198,777,527,805,639,887,28,498,-4,-4,639,514,418,889,498,28,669,19,669,19,297,856,77,642,770,6420,770,6420,770,6320,770,6320,6190,9140
6022,649,2,2,-4,-4,-4,777,449,777,449,777,453,628,276,669,435,697,276,637,888,609,439,628,274,669,19,777,436,628,274,-3,669,669,435,669,435,417,804,868,31,8680,310,9990,4020,4970,7810,4970,20,4970,5350
6023,-4,2,2,-4,-4,669,669,435,-4,-4,839,95,839,447,839,204,748,207,838,95,737,207,838,95,838,95,838,95,838,95,95,838,838,207,838,207,838,95,819,313,8190,3130,8190,3130,8190,3130,8190,3130,8190,3130
6024,-4,2,2,-4,-4,669,-4,-4,857,453,857,449,857,449,857,453,857,453,857,453,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4
6025,648,2,1,669,914,669,747,424,857,439,857,453,937,453,417,804,417,804,417,805,747,426,569,805,417,883,417,804,417,804,-5,-5,417,804,417,804,408,808,398,913,7780,9130,6170,9130,6170,9130,6170,9130,6170,9130
6026,838,2,1,838,925,68,67,869,67,889,229,883,219,706,237,684,238,547,507,706,238,706,219,706,219,785,417,869,179,747,747,179,179,779,179,706,179,706,357,774,3570,8220,6290,9600,6290,9600,6290,9600,6290,9600
6027,-4,2,2,-4,-4,-4,857,387,857,468,628,276,857,387,857,387,857,387,697,877,697,385,697,243,697,243,697,343,339,805,889,219,937,389,698,243,478,389,779,593,7790,5930,7790,5930,7790,5930,7790,9130,7790,9130
6028,-4,2,2,-4,-4,-4,858,389,777,276,777,276,657,274,669,433,669,433,669,276,669,19,628,276,628,276,-4,-4,-4,-4,433,669,669,19,358,337,878,313,868,401,8680,4010,8660,340,8660,340,8660,5300,8660,5300
6029,108,2,1,328,780,329,328,453,839,453,839,447,639,887,639,887,639,887,639,887,838,453,838,453,777,449,777,453,777,486,486,777,777,486,628,453,628,453,786,422,7860,4220,7860,4220,7860,4220,7860,4220,7860,4220
6030,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,769,405,777,449,777,449,297,785,777,449,358,785,259,785,785,259,259,888,259,888,259,754,866,423,8660,4230,9290,4230,1280,8800,8370,4610,7690,4230
6031,858,2,2,669,912,669,937,159,878,174,628,424,867,159,867,316,917,27,737,187,609,276,897,276,617,385,609,275,857,156,156,857,857,156,857,156,609,243,538,470,7860,2310,7860,2310,7860,2310,7860,2540,7860,2540
6032,108,2,1,108,450,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-3,768,373,3570,4850,3570,4850,3570,4850,9470,3850,8180,350
6033,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,669,437,669,436,669,436,669,436,747,426,628,276,669,276,276,669,669,436,839,95,838,436,868,31,8680,310,8680,4020,8680,4020,8680,4020,8680,4020
6034,-4,2,1,-4,-4,-4,748,486,19,486,69,486,467,889,937,486,937,486,467,496,19,486,118,888,527,453,669,444,-4,-4,579,858,478,19,588,877,527,883,77,626,-5,-5,4970,7810,770,6350,8570,4250,8570,4250
6035,-4,2,1,937,754,-4,937,889,18,486,937,437,637,877,19,496,17,486,19,486,107,496,737,486,-4,-4,19,486,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6036,-4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,917,329,888,329,747,426,-4,-4,838,447,838,447,839,207,839,207,207,839,839,207,839,207,839,207,827,360,8170,3500,8180,3500,8180,3500,8180,3500,8180,3500
6037,859,2,2,859,330,858,859,329,-4,-4,838,447,838,447,838,446,-5,-5,-5,-5,838,95,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6038,-4,2,1,-4,-4,638,628,453,628,453,628,453,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,498,470,4980,4700,-4,-4,-4,-4,4980,4700,-5,-5
6039,-4,2,2,-4,-4,67,838,389,838,313,669,276,408,469,408,469,408,469,417,469,838,447,838,447,838,447,838,208,838,447,274,687,-5,-5,828,319,848,357,818,551,8180,5510,8180,5510,6380,5510,7970,5400,8180,9620
6040,-4,2,2,-4,-4,-4,-4,-4,-4,-4,669,444,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,779,275,698,243,19,779,-4,-4,669,276,669,276,868,411,7860,4030,7860,4030,7860,4030,7860,4030,7860,4030
6041,-4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,429,883,669,436,669,437,238,267,697,774,697,774,759,235,697,285,697,276,276,697,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6042,539,2,2,669,914,777,777,339,777,337,777,389,707,23,707,308,707,337,738,379,748,303,628,276,628,276,628,376,628,343,243,657,628,243,628,243,628,877,786,231,7860,2310,7860,2310,7860,2320,7860,2320,4770,4760
6043,-4,2,2,-4,-4,-4,669,276,838,335,838,335,838,386,838,315,838,315,838,336,838,95,838,379,838,379,838,335,838,319,336,838,838,167,838,167,838,167,819,200,8190,2000,9990,2000,8090,3240,8080,3240,8080,3240
6044,-4,2,2,-4,-4,-4,-4,-4,769,405,-4,-4,787,458,787,458,787,458,669,444,617,276,628,276,628,276,268,888,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6045,669,2,1,-4,-4,127,69,869,69,588,69,869,69,588,69,588,69,588,127,588,68,588,69,869,69,753,69,588,69,19,588,69,-4,-4,-4,-4,-4,-4,77,625,770,6250,-4,-4,770,6250,770,6260,770,6260
6046,-4,2,2,779,902,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,777,407,-4,-4,-4,-4,-4,-4,777,453,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8660,8300,-4,-4,8660,8300,8660,8300
6047,-4,2,2,-4,-4,669,669,435,669,435,839,447,838,449,838,449,838,453,838,453,-4,-4,669,433,-4,-4,669,438,779,748,748,779,557,878,557,878,557,878,429,581,3570,5810,-4,-4,5380,5240,5380,5240,5380,5240
6048,669,2,2,-4,-4,838,838,313,838,335,838,307,698,276,777,435,669,276,857,313,427,315,937,315,427,313,427,229,917,315,315,427,427,385,427,385,427,385,629,570,6290,5700,6290,5700,6290,5000,6290,5000,6290,5000
6049,-4,2,2,-4,-4,838,838,447,838,447,838,447,838,447,838,447,839,207,838,95,839,207,839,207,839,207,839,95,839,95,95,839,839,207,857,468,839,207,827,313,8270,3130,8270,3130,8270,3130,8270,3130,8170,3500
6050,628,2,1,628,762,-4,628,877,669,438,669,437,158,783,-4,-4,748,469,749,813,-4,-4,-4,-4,857,468,857,808,857,468,468,857,887,453,608,453,-4,-4,-5,-5,670,4220,9990,9130,6170,9130,6170,9130,-5,-5
6051,-4,2,1,-4,-4,638,628,365,669,438,669,276,669,433,669,433,669,433,417,804,417,804,417,804,417,804,417,804,-4,-4,453,839,838,33,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6180,9120,-5,-5,-5,-5
6052,628,2,1,-4,-4,-4,769,453,-4,-4,-4,-4,628,877,628,686,669,439,698,7,728,453,667,805,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6053,-4,2,2,669,914,839,609,276,838,313,838,276,-5,-5,-5,-5,838,335,-5,-5,738,336,717,375,848,378,717,375,848,375,389,838,-4,-4,-4,-4,297,376,786,524,8190,5700,3580,5140,8180,5320,-5,-5,8180,5840
6054,628,2,1,669,912,628,628,365,669,437,777,449,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,917,207,917,207,967,62,9670,620,9670,620,9670,620,190,560,190,560
6055,858,2,2,669,914,669,669,276,669,438,669,19,669,438,669,433,669,276,669,779,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6056,669,2,1,639,314,639,639,243,639,364,649,243,507,274,748,364,417,364,417,275,678,276,728,444,609,365,647,263,647,276,364,268,838,379,838,883,508,633,938,93,9380,930,6390,5620,8660,7340,8660,7340,8660,7340
6057,648,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,148,637,228,749,478,455,228,567,228,759,419,759,228,779,759,228,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6058,-4,2,2,-4,-4,-4,-4,-4,917,377,937,376,917,376,917,376,917,376,917,5,917,5,917,376,917,5,927,19,917,5,303,917,-5,-5,917,303,-5,-5,-5,-5,-5,-5,-5,-5,-4,20,-4,20,-5,-5
6059,669,2,1,447,193,669,669,444,669,437,69,889,669,437,-4,-4,669,444,669,444,669,444,658,265,658,265,669,435,718,549,453,728,669,19,69,869,-5,-5,-5,-5,770,9990,8680,4030,8680,4020,8680,4020,8680,4130
6060,-4,2,1,-4,-4,-4,718,486,759,534,858,486,858,486,387,856,339,347,339,308,339,308,339,308,339,308,339,308,339,735,735,339,739,735,739,735,328,376,187,524,1870,5240,1870,5240,1870,5240,1870,5240,1870,5240
6061,857,2,2,-4,-4,669,669,444,937,425,747,425,937,425,927,425,937,425,937,425,-5,-5,937,425,937,426,927,425,937,425,425,937,937,425,937,425,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4
6062,-4,2,1,-4,-4,-4,757,453,669,437,697,365,668,274,668,267,668,19,529,19,529,13,668,243,668,19,208,19,668,267,267,668,297,637,328,889,239,518,338,733,3380,7330,9990,8710,3380,8710,3380,8960,3380,8960
6063,-4,2,2,677,280,689,807,348,648,276,749,276,889,385,749,813,748,276,749,276,717,379,717,384,717,385,717,197,857,155,375,717,717,375,717,379,717,376,699,54,6990,540,6990,540,6990,540,6990,540,6990,540
6064,-4,2,2,-4,-4,-4,609,274,858,315,609,274,609,274,609,365,609,229,709,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6065,757,2,1,608,705,648,757,505,749,809,757,505,639,505,527,364,429,805,-4,-4,757,804,559,243,748,19,757,505,757,505,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6066,-4,2,2,-4,-4,-4,867,23,937,338,857,308,707,356,727,385,857,159,917,308,739,194,338,337,338,385,737,235,408,316,316,408,408,216,429,235,748,356,847,460,7870,5850,7870,5850,6370,5550,6370,5550,6370,5550
6067,728,2,1,907,361,-4,189,365,728,453,748,356,748,356,669,856,628,365,509,303,417,364,757,514,417,804,757,505,757,505,505,757,757,514,757,514,417,364,638,561,-5,-5,-5,-5,470,9510,770,6330,770,6330
6068,937,2,2,858,1,858,937,19,887,163,809,19,807,185,887,19,809,19,809,19,807,19,807,19,807,365,809,19,807,19,-3,807,807,19,807,19,807,19,856,483,8560,4830,8560,50,6570,2710,8560,2710,8560,2710
6069,-4,2,2,779,630,777,777,748,-4,-4,798,889,748,453,749,889,749,514,749,759,757,759,757,889,757,759,757,514,-4,-4,-4,-4,-4,-4,669,435,669,435,868,415,8680,4150,9990,4010,8680,4020,8680,4030,8680,4030
6070,-4,2,1,-4,-4,669,-4,-4,-4,-4,-4,-4,-4,-4,189,785,418,235,418,8,748,274,739,365,739,376,738,307,739,364,213,208,208,213,207,27,207,235,337,155,3490,8740,8680,4110,8680,1550,8680,1550,8680,1550
6071,-4,2,2,-4,-4,-4,809,459,-4,-4,747,424,809,277,937,175,809,175,857,156,937,459,809,459,809,175,857,138,857,156,156,857,857,156,857,156,857,156,786,231,7860,2310,7860,2310,7860,2310,7860,2310,-5,-5
6072,197,2,2,319,663,657,319,744,319,744,318,744,318,364,318,805,318,637,917,313,917,313,917,313,917,313,917,313,917,313,313,917,917,328,917,313,917,313,938,570,9380,5700,9380,5700,9380,5700,9380,5700,9380,5700
6073,-4,2,2,-5,-5,-5,-4,-4,769,405,628,444,628,276,657,264,657,274,809,438,809,459,669,435,809,19,669,444,669,435,435,669,669,433,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6074,769,2,2,-4,-4,707,707,389,707,378,769,405,778,468,-4,-4,-4,-4,769,406,-3,-3,848,95,848,95,738,95,769,447,446,828,848,203,848,203,838,203,819,365,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6075,-4,2,1,-4,-4,69,-4,-4,-4,-4,-4,-4,718,486,417,877,-4,-4,749,469,749,885,749,505,749,505,749,887,749,813,887,749,749,505,749,505,429,-3,-5,-5,6380,8960,6380,8960,6380,8960,6380,8960,6380,8960
6076,828,2,2,-4,-4,697,669,435,-4,-4,-4,-4,-5,-5,669,276,669,444,427,436,669,19,669,444,669,436,748,436,669,444,-4,-4,839,447,878,207,219,769,357,822,-4,-4,8370,3600,-4,-4,8370,3600,8370,3600
6077,-4,2,1,417,753,-4,-4,-4,-4,-4,669,444,-4,-4,-4,-4,417,453,839,453,108,883,268,889,268,889,339,843,268,889,856,339,259,579,417,804,417,804,77,625,2780,8810,6170,9130,3970,8810,6170,9130,6170,9130
6078,828,2,2,848,925,-4,-5,-5,717,335,717,389,848,447,848,447,848,89,749,276,-4,-4,628,276,648,276,848,447,737,447,-4,-4,-4,-4,669,444,669,435,739,914,6290,9140,8470,4600,9290,4610,9290,4610,9290,4610
6079,658,2,1,658,245,297,298,777,297,777,297,684,669,777,297,558,297,558,297,433,387,777,348,779,747,426,747,426,747,426,426,747,747,418,747,426,747,426,768,392,7680,3910,-5,-5,-5,-5,-5,-5,-5,-5
6080,-4,2,2,609,231,-4,-4,-4,798,469,667,274,667,274,697,433,657,243,697,275,697,243,698,274,-4,-4,-4,-4,769,468,264,657,609,19,697,243,697,243,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
6081,838,2,1,838,83,669,737,389,797,185,777,444,669,435,839,95,777,453,839,208,839,447,669,435,737,779,838,447,838,447,435,777,118,364,668,243,667,804,758,962,7770,4250,1270,8800,5390,7810,4970,7810,4970,7810
6082,848,2,2,838,85,858,609,29,717,315,717,308,717,315,737,389,907,354,907,355,907,354,907,354,907,354,907,354,907,354,354,907,907,354,907,354,907,354,637,556,6370,5560,6370,5560,6370,5560,6370,5540,6370,5540
6083,-4,2,2,-4,-4,-4,-4,-4,-4,-4,728,453,779,747,319,888,418,588,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,857,155,-4,-4,-4,-4,7690,4220,7690,4220,7690,4220,7690,4220
6084,777,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8470,2300,9990,9120,8470,9120,8470,9120,8470,9120
6085,-4,2,1,-4,-4,-4,617,889,69,565,658,274,609,877,259,888,259,856,587,883,418,856,418,888,737,883,697,856,609,856,856,609,418,856,737,889,418,633,639,770,7580,9620,6390,9600,6390,9600,6390,9600,6390,5620
6086,-4,2,1,-4,-4,-4,289,777,118,777,-5,-5,138,883,-5,-5,127,637,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,628,439,995,995,-5,-5,770,220,770,6600,6180,9120,5670,7510
6087,-4,2,1,-4,-4,528,527,365,527,689,17,363,527,799,528,888,18,883,527,883,527,883,278,883,527,856,118,785,759,785,785,759,759,785,328,856,328,856,-5,-5,-5,-5,5490,8740,5490,8740,5490,8740,5490,8740
6088,839,2,2,839,925,839,839,447,839,447,839,447,839,447,839,447,839,447,839,447,839,447,839,447,839,447,839,447,839,447,447,839,839,447,839,208,839,208,827,362,8270,5860,9990,5860,8270,5860,-5,-5,-5,-5
6089,-4,2,1,-4,-4,-4,528,877,418,804,297,444,297,417,528,805,528,856,527,805,777,449,-4,-4,527,883,278,877,19,485,364,527,527,364,429,883,417,805,999,962,6170,9620,6170,9620,6170,9620,6170,9620,6170,9620
6090,-4,2,1,208,690,-4,757,514,69,579,69,579,69,869,69,585,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,69,869,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6091,-4,2,2,669,914,-4,669,276,848,203,848,208,848,203,937,446,848,203,848,203,737,447,737,95,848,8,848,95,737,27,15,737,848,15,857,14,737,95,758,313,7580,3130,7580,3130,8090,3600,8090,3600,8090,3600
6092,-4,2,1,-4,-4,867,858,313,748,356,69,889,278,804,-5,-5,17,486,68,869,-4,-4,68,853,19,486,-5,-5,57,853,768,999,69,844,68,844,68,855,-4,-4,770,6420,770,6320,770,6320,-5,-5,-5,-5
6093,-4,2,1,-4,-4,867,677,276,857,276,69,889,69,869,69,567,798,889,667,19,68,588,68,869,377,889,69,598,377,19,699,68,68,594,69,359,69,359,77,22,770,7220,-5,-5,-5,-5,-5,-5,-5,-5
6094,669,2,1,669,230,669,669,444,669,433,669,433,669,444,669,433,669,433,669,19,669,19,669,19,748,19,667,19,669,19,19,669,669,19,669,433,669,8,868,13,8680,130,8680,20,8680,20,8680,20,8680,20
6095,-4,2,1,-4,-4,-4,777,449,669,438,669,433,669,438,669,433,669,433,669,19,69,869,-5,-5,-5,-5,-5,-5,398,518,749,327,327,749,317,744,-5,-5,148,842,1480,8420,9990,7700,1480,7700,1480,7700,3080,8960
6096,69,2,1,-4,-4,68,417,805,69,856,69,563,19,889,69,588,69,588,77,588,-4,-4,67,563,69,563,69,777,69,869,599,67,67,599,759,709,69,563,77,622,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6097,338,2,1,-4,-4,-4,-4,-4,478,889,27,889,769,453,-4,-4,-4,-4,-4,-4,-4,-4,737,453,69,869,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6098,-4,2,1,-4,-4,-4,-4,-4,67,889,779,453,19,486,-4,-4,-4,-4,67,869,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6099,707,2,1,669,913,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,377,19,877,453,877,453,453,877,877,453,877,453,877,453,916,422,9160,4220,9160,4220,9160,4220,9160,4220,9160,4220
6100,-4,2,1,889,305,-4,358,337,358,23,358,23,408,23,408,23,229,337,408,337,417,23,408,23,408,23,609,257,408,197,337,707,707,337,857,-3,927,19,699,12,9570,120,9990,800,9570,800,9570,800,9570,800
6101,-4,2,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,777,449,777,449,777,449,449,777,-4,-4,838,453,838,453,819,422,8190,4220,7870,4220,7870,4220,7870,4220,7870,4220
6102,-4,2,2,-5,-5,-5,857,468,-4,-4,669,437,828,446,828,446,828,446,778,406,778,468,-5,-5,838,379,848,106,838,446,-4,-4,-4,-4,917,365,839,447,797,365,7970,3650,7870,3650,7870,3650,7870,3650,7870,3650
6103,669,2,1,669,230,-4,747,424,747,424,747,19,748,356,748,308,669,19,568,805,628,877,737,426,809,198,747,426,927,426,-3,718,747,426,747,243,747,426,768,392,7680,3920,7680,3920,7680,3920,-5,-5,-5,-5
6104,669,2,1,-4,-4,669,669,19,669,444,669,437,747,424,19,486,19,19,807,198,-5,-5,669,198,809,198,669,436,669,436,436,669,19,43,527,824,587,804,458,913,4580,9130,4580,9130,1370,9130,1370,9130,7070,410
6105,-4,2,1,-4,-4,-4,-4,-4,-4,-4,567,364,777,453,67,564,-5,-5,838,365,839,449,747,426,69,869,69,856,77,869,883,338,338,883,858,453,858,453,77,626,770,6260,7580,4110,7580,4110,7580,4110,7580,4110
